"ID","فرع البنك","نوع التمويل","تصنيف التمويل","قطاع العميل","قيمة التمويل","قيمة القسط","تاريخ الصرف","جنس العميل","عمرالعميل","الحالة الاجتماعية","احتياجات خاصة","عدد افراد الاسرة","قرض ادخاري","قيمة الدخل"
"5959.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"5960.0","الرياض","إجتماعي","أسرة","موظف حكومي","60000.0",">= 1000","2019/01","FEMALE",">= 40","متزوج","لا",">= 05","لا",">= 10000"
"5961.0","الإحساء","إجتماعي","أسرة","موظف حكومي","24000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 05","لا",">= 7500"
"5962.0","الإحساء","إجتماعي","زواج","موظف حكومي","36000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5963.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"5964.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"5965.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"5966.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"5967.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"5968.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5969.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5970.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"5971.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"5972.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"5973.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"5974.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"5975.0","الإحساء","مشروع","ناشيء","NULL","101000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا","< 02","لا","< 5000"
"5976.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5977.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"5978.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"5979.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"5980.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 7500"
"5981.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"5982.0","الإحساء","إجتماعي","زواج","موظف حكومي","54000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5983.0","الإحساء","مشروع","ناشيء","NULL","143000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا","< 02","لا","< 5000"
"5984.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"5985.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"5986.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"5987.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5988.0","الإحساء","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE",">= 40","متزوج","لا",">= 05","لا",">= 10000"
"5989.0","بريدة","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"5990.0","الإحساء","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE",">= 40","متزوج","لا",">= 05","لا",">= 5000"
"5991.0","الإحساء","إجتماعي","زواج","موظف حكومي","54000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"5992.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5993.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"5994.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"5995.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 5000"
"5996.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"5997.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"5998.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"5999.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6000.0","الإحساء","إجتماعي","زواج","موظف شركة حكومية","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"6001.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6002.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6003.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"6004.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"6005.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6006.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6007.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","42000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6008.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6009.0","الرياض","إجتماعي","أسرة","موظف حكومي","36000.0","< 1000","2019/03","MALE",">= 30","متزوج","لا",">= 05","لا",">= 7500"
"6010.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا","< 5000"
"6011.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 40","أرمل","لا",">= 05","لا",">= 10000"
"6012.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6013.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6014.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6015.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","لا","< 5000"
"6016.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","لا",">= 10000"
"6017.0","الإحساء","إجتماعي","أسرة","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"6018.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6019.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6020.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 05","لا",">= 10000"
"6021.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 05","لا","< 5000"
"6022.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6023.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6024.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6025.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6026.0","الإحساء","إجتماعي","أسرة","موظف حكومي","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 05","لا",">= 7500"
"6027.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6028.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6029.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"6030.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6031.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6032.0","الإحساء","مشروع","حل","NULL","154000.0",">= 1000","2019/01","MALE","< 30","أعزب","لا","< 02","لا","< 5000"
"6033.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6034.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6035.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6036.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6037.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6038.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6039.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6040.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6041.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"6042.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"6043.0","الإحساء","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"6044.0","الإحساء","إجتماعي","أسرة","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"6045.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6046.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6047.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6048.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6049.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6050.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"6051.0","الإحساء","إجتماعي","زواج","موظف حكومي","42000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6052.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/01","MALE",">= 60","متزوج","لا",">= 10","لا",">= 7500"
"6053.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/01","MALE",">= 60","متزوج","لا",">= 10","لا",">= 10000"
"6054.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"6055.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"6056.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","30000.0","< 1000","2019/03","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"6057.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","30000.0","< 1000","2019/03","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"6058.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6059.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6060.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6061.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6062.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6063.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6064.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"6065.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"6066.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6067.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا","< 5000"
"6068.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"6069.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","نعم",">= 7500"
"6070.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","نعم","< 5000"
"6071.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","لا",">= 5000"
"6072.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/02","MALE",">= 40","متزوج","لا",">= 05","لا",">= 7500"
"6073.0","الإحساء","إجتماعي","زواج","NULL","48000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"6074.0","الإحساء","إجتماعي","زواج","NULL","48000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"6075.0","الإحساء","إجتماعي","أسرة","متقاعد تأمينات","54000.0","< 1000","2019/01","MALE",">= 60","متزوج","لا",">= 10","لا","< 5000"
"6076.0","الإحساء","إجتماعي","أسرة","متقاعد تأمينات","54000.0","< 1000","2019/01","MALE",">= 60","متزوج","لا",">= 10","لا",">= 10000"
"6077.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 05","لا",">= 10000"
"6078.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 05","لا","< 5000"
"6079.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6080.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6081.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6082.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6083.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6084.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6085.0","الإحساء","إجتماعي","زواج","موظف شركة حكومية","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6086.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6087.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6088.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6089.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6090.0","الإحساء","إجتماعي","أسرة","NULL","48000.0","< 1000","2019/03","FEMALE","< 30","مطلق","لا",">= 02","لا",">= 7500"
"6091.0","الإحساء","إجتماعي","أسرة","NULL","48000.0","< 1000","2019/03","FEMALE","< 30","مطلق","لا",">= 02","لا","< 5000"
"6092.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6093.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6094.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6095.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6096.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6097.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6098.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"6099.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"6100.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6101.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6102.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6103.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6104.0","الدوادمي","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6105.0","الدوادمي","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"6106.0","الدوادمي","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","نعم",">= 5000"
"6107.0","الدوادمي","إجتماعي","زواج","موظف حكومي","18000.0","< 1000","2019/02","MALE",">= 30","متزوج","لا",">= 02","لا",">= 7500"
"6108.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6109.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6110.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6111.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم",">= 10000"
"6112.0","الإحساء","إجتماعي","زواج","NULL","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","نعم","< 5000"
"6113.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6114.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6115.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6116.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 5000"
"6117.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","60000.0",">= 1000","2019/03","MALE",">= 30","متزوج","لا",">= 02","لا",">= 10000"
"6118.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6119.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","48000.0","< 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 10000"
"6120.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/03","MALE",">= 40","متزوج","لا",">= 10","لا",">= 5000"
"6121.0","الإحساء","إجتماعي","أسرة","متقاعد حكومي","60000.0",">= 1000","2019/03","MALE",">= 40","متزوج","لا",">= 10","لا",">= 7500"
"6122.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","24000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا","< 5000"
"6123.0","الإحساء","إجتماعي","زواج","موظف قطاع خاص","24000.0","< 1000","2019/01","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6124.0","الإحساء","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6125.0","الإحساء","إجتماعي","أسرة","NULL","30000.0","< 1000","2019/03","FEMALE",">= 60","أرمل","لا",">= 02","لا","< 5000"
"6126.0","الإحساء","إجتماعي","أسرة","NULL","30000.0","< 1000","2019/03","FEMALE",">= 60","أرمل","لا",">= 02","لا",">= 5000"
"6127.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","لا","< 5000"
"6128.0","الإحساء","إجتماعي","أسرة","NULL","60000.0",">= 1000","2019/02","FEMALE",">= 60","أرمل","لا",">= 02","لا",">= 10000"
"6129.0","الإحساء","مشروع","حل","NULL","168000.0",">= 1000","2019/02","MALE",">= 30","أعزب","لا","< 02","لا","< 5000"
"6130.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/03","MALE","< 30","متزوج","لا",">= 02","لا",">= 7500"
"6131.0","الدوادمي","إجتماعي","زواج","موظف حكومي","60000.0",">= 1000","2019/02","MALE","< 30","متزوج","لا",">= 02","لا",">= 5000"
"6132.0","الدوادمي","مشروع","ناشيء","NULL","164000.0",">= 1000","2019/03","FEMALE",">= 30","متزوج","لا","< 02","لا","< 5000"
"6133.0","الدوادمي","مشروع","ناشيء","NULL","129000.0",">= 1000","2019/01","FEMALE",">= 40","متزوج","لا","< 02","لا","< 5000"
